DATE,FIELD,FORMATION,WELL_NAME,OIL,WATER,GAS
7/31/1987,EULER,Athena,EUAT-1,2552.684578,0,494349.6612
8/31/1987,EULER,Athena,EUAT-1,2553.499502,0,494499.6193
9/30/1987,EULER,Athena,EUAT-1,2476.746157,0,479594.7599
10/31/1987,EULER,Athena,EUAT-1,2528.396267,0,996185.5019
11/30/1987,EULER,Athena,EUAT-1,2471.896561,0,973924.6763
12/31/1987,EULER,Athena,EUAT-1,2526.294515,0,995357.4142
1/31/1988,EULER,Athena,EUAT-1,2556.063052,0,1007086.186
2/29/1988,EULER,Athena,EUAT-1,2504.383394,0,986724.4546
3/31/1988,EULER,Athena,EUAT-1,2403.902873,0,947135.2338
4/30/1988,EULER,Athena,EUAT-1,2557.30781,0,1007576.62
5/31/1988,EULER,Athena,EUAT-1,2557.745466,0,1007749.056
6/30/1988,EULER,Athena,EUAT-1,2458.583459,0,968679.328
7/31/1988,EULER,Athena,EUAT-1,3559.673015,0,1402507.469
8/31/1988,EULER,Athena,EUAT-1,2537.58273,0,1096232.848
9/30/1988,EULER,Athena,EUAT-1,3682.345656,0,1590769.128
10/31/1988,EULER,Athena,EUAT-1,3748.351112,0,1619283.41
11/30/1988,EULER,Athena,EUAT-1,2691.14671,0,1162572.313
12/31/1988,EULER,Athena,EUAT-1,2648.497078,0,1144147.72
1/31/1989,EULER,Athena,EUAT-1,2442.792902,0,1055283.75
2/28/1989,EULER,Athena,EUAT-1,2564.036061,0,1374319.704
3/31/1989,EULER,Athena,EUAT-1,2832.253984,0,1518084.132
4/30/1989,EULER,Athena,EUAT-1,4042.57249,0,2166813.14
5/31/1989,EULER,Athena,EUAT-1,2803.715073,0,1502787.315
6/30/1989,EULER,Athena,EUAT-1,3869.774297,0,2074193.553
7/31/1989,EULER,Athena,EUAT-1,3781.1686,0,2026701.024
8/31/1989,EULER,Athena,EUAT-1,0,0,0
9/30/1989,EULER,Athena,EUAT-1,2617.698779,0,1403082.845
10/31/1989,EULER,Athena,EUAT-1,3485.870838,0,3283681.67
11/30/1989,EULER,Athena,EUAT-1,3565.936181,0,3359103.023
12/31/1989,EULER,Athena,EUAT-1,3624.688531,0,3414447.591
1/31/1990,EULER,Athena,EUAT-1,3648.003476,0,3436410.211
2/28/1990,EULER,Athena,EUAT-1,3830.559477,0,3608377.511
3/31/1990,EULER,Athena,EUAT-1,3031.373745,0,2522096.304
4/30/1990,EULER,Athena,EUAT-1,2551.756963,0,2199608.702
5/31/1990,EULER,Athena,EUAT-1,3367.333248,0,2902633.604
6/30/1990,EULER,Athena,EUAT-1,2390.459279,0,2060570.464
7/31/1990,EULER,Athena,EUAT-1,2643.969824,173.0270376,2279095.978
8/31/1990,EULER,Athena,EUAT-1,0,0,0
9/30/1990,EULER,Athena,EUAT-1,0,0,0
10/31/1990,EULER,Athena,EUAT-1,0,0,0
11/30/1990,EULER,Athena,EUAT-1,0,0,0
12/31/1990,EULER,Athena,EUAT-1,0,0,0
1/31/1991,EULER,Athena,EUAT-1,0,0,0
2/28/1991,EULER,Athena,EUAT-1,1318.121797,514.439365,1048505.967
3/31/1991,EULER,Athena,EUAT-1,6151.235041,2400.717128,4893027.899
4/30/1991,EULER,Athena,EUAT-1,6151.235053,2400.717117,4893027.887
5/31/1991,EULER,Athena,EUAT-1,6151.235041,2400.717128,4893027.899
6/30/1991,EULER,Athena,EUAT-1,6151.235053,2400.717117,4893027.887
7/31/1991,EULER,Athena,EUAT-1,6151.235041,2400.717128,4893027.899
8/31/1991,EULER,Athena,EUAT-1,6151.235041,2400.717128,4893027.899
9/30/1991,EULER,Athena,EUAT-1,6151.235053,2400.717117,4893027.887
10/31/1991,EULER,Athena,EUAT-1,6151.235041,2400.717128,4893027.899
11/30/1991,EULER,Athena,EUAT-1,0,0,0
12/31/1991,EULER,Athena,EUAT-1,0,0,0
1/31/1992,EULER,Athena,EUAT-1,0,0,0
2/29/1992,EULER,Athena,EUAT-1,0,0,0
3/31/1992,EULER,Athena,EUAT-1,0,0,0
4/30/1992,EULER,Athena,EUAT-1,0,0,0
5/31/1992,EULER,Athena,EUAT-1,0,0,0
6/30/1992,EULER,Athena,EUAT-1,0,0,0
7/31/1992,EULER,Athena,EUAT-1,0,0,0
8/31/1992,EULER,Athena,EUAT-1,0,0,0
9/30/1992,EULER,Athena,EUAT-1,353.2644667,176.6317674,304513.1671
10/31/1992,EULER,Athena,EUAT-1,367.3797977,183.6894144,316680.5504
11/30/1992,EULER,Athena,EUAT-1,0,0,0
12/31/1992,EULER,Athena,EUAT-1,0,0,0
1/31/1993,EULER,Athena,EUAT-1,672.5805356,70.89528198,579762.8927
2/28/1993,EULER,Athena,EUAT-1,711.1128522,58.29345638,612977.662
3/31/1993,EULER,Athena,EUAT-1,701.1582432,57.49552738,604396.8116
4/30/1993,EULER,Athena,EUAT-1,507.0141417,41.55573128,437045.0374
5/31/1993,EULER,Athena,EUAT-1,213.7339372,17.53769823,184238.1679
6/30/1993,EULER,Athena,EUAT-1,221.4624645,99.62927575,190900.1409
7/31/1993,EULER,Athena,EUAT-1,204.1840931,91.86083161,176006.2241
8/31/1993,EULER,Athena,EUAT-1,1173.98377,0,704388.4042
9/30/1993,EULER,Athena,EUAT-1,1183.450432,0,710068.3865
10/31/1993,EULER,Athena,EUAT-1,1190.730825,0,714436.6109
11/30/1993,EULER,Athena,EUAT-1,1107.036594,0,664220.2048
12/31/1993,EULER,Athena,EUAT-1,1106.508815,0,663903.5382
1/31/1994,EULER,Athena,EUAT-1,1090.471657,0,654281.2689
2/28/1994,EULER,Athena,EUAT-1,1096.783328,0,658068.2611
3/31/1994,EULER,Athena,EUAT-1,1104.54956,0,662727.988
4/30/1994,EULER,Athena,EUAT-1,1084.240391,0,650542.5188
5/31/1994,EULER,Athena,EUAT-1,1162.106743,0,697262.2068
6/30/1994,EULER,Athena,EUAT-1,1108.812502,0,665285.7469
7/31/1994,EULER,Athena,EUAT-1,1188.645467,0,713185.3992
8/31/1994,EULER,Athena,EUAT-1,1136.451415,0,681869.0504
9/30/1994,EULER,Athena,EUAT-1,1157.569255,0,694539.7212
10/31/1994,EULER,Athena,EUAT-1,1203.190826,0,721912.5918
11/30/1994,EULER,Athena,EUAT-1,1216.698925,0,730017.4301
12/31/1994,EULER,Athena,EUAT-1,1204.050137,0,722428.1768
1/31/1995,EULER,Athena,EUAT-1,1166.201419,0,699719.0058
2/28/1995,EULER,Athena,EUAT-1,1166.045181,0,699625.2631
3/31/1995,EULER,Athena,EUAT-1,1153.331292,0,691996.9503
4/30/1995,EULER,Athena,EUAT-1,1159.385525,0,695629.4802
5/31/1995,EULER,Athena,EUAT-1,1178.075526,0,706843.4516
6/30/1995,EULER,Athena,EUAT-1,1113.131188,0,667876.9516
7/31/1995,EULER,Athena,EUAT-1,1143.429693,0,686056.0062
8/31/1995,EULER,Athena,EUAT-1,1130.852513,0,678509.7182
9/30/1995,EULER,Athena,EUAT-1,1127.298092,0,676377.0716
10/31/1995,EULER,Athena,EUAT-1,0,0,0
11/30/1995,EULER,Athena,EUAT-1,0,0,0
12/31/1995,EULER,Athena,EUAT-1,0,0,0
1/31/1996,EULER,Athena,EUAT-1,0,0,0
2/29/1996,EULER,Athena,EUAT-1,0,0,0
3/31/1996,EULER,Athena,EUAT-1,0,0,0
4/30/1996,EULER,Athena,EUAT-1,0,0,0
5/31/1996,EULER,Athena,EUAT-1,0,0,0
6/30/1996,EULER,Athena,EUAT-1,0,0,0
7/31/1996,EULER,Athena,EUAT-1,0,0,0
8/31/1996,EULER,Athena,EUAT-1,0,0,0
9/30/1996,EULER,Athena,EUAT-1,0,0,0
10/31/1996,EULER,Athena,EUAT-1,0,0,0
11/30/1996,EULER,Athena,EUAT-1,0,0,0
12/31/1996,EULER,Athena,EUAT-1,0,0,0
1/31/1997,EULER,Athena,EUAT-1,0,0,0
2/28/1997,EULER,Athena,EUAT-1,0,0,0
3/31/1997,EULER,Athena,EUAT-1,0,0,0
4/30/1997,EULER,Athena,EUAT-1,0,0,0
5/31/1997,EULER,Athena,EUAT-1,0,0,0
6/30/1997,EULER,Athena,EUAT-1,0,0,0
7/31/1997,EULER,Athena,EUAT-1,0,0,0
8/31/1997,EULER,Athena,EUAT-1,0,0,0
9/30/1997,EULER,Athena,EUAT-1,1218.177031,0,730904.2911
10/31/1997,EULER,Athena,EUAT-1,1201.04255,0,720623.6296
11/30/1997,EULER,Athena,EUAT-1,1172.255651,0,703351.5357
12/31/1997,EULER,Athena,EUAT-1,629.952657,0,377970.5973
1/31/1998,EULER,Athena,EUAT-1,649.1590261,0,389494.3884
2/28/1998,EULER,Athena,EUAT-1,638.7457463,0,383246.4369
3/31/1998,EULER,Athena,EUAT-1,0,0,0
4/30/1998,EULER,Athena,EUAT-1,0,0,0
5/31/1998,EULER,Athena,EUAT-1,0,0,0
6/30/1998,EULER,Athena,EUAT-1,0,0,0
7/31/1998,EULER,Athena,EUAT-1,0,0,0
8/31/1998,EULER,Athena,EUAT-1,0,0,0
9/30/1998,EULER,Athena,EUAT-1,0,0,0
10/31/1998,EULER,Athena,EUAT-1,0,0,0
11/30/1998,EULER,Athena,EUAT-1,0,0,0
12/31/1998,EULER,Athena,EUAT-1,0,0,0
1/31/1999,EULER,Athena,EUAT-1,0,0,0
2/28/1999,EULER,Athena,EUAT-1,0,0,0
3/31/1999,EULER,Athena,EUAT-1,0,0,0
4/30/1999,EULER,Athena,EUAT-1,0,0,0
5/31/1999,EULER,Athena,EUAT-1,0,0,0
6/30/1999,EULER,Athena,EUAT-1,0,0,0
7/31/1999,EULER,Athena,EUAT-1,0,0,0
8/31/1999,EULER,Athena,EUAT-1,0,0,0
9/30/1999,EULER,Athena,EUAT-1,0,0,0
10/31/1999,EULER,Athena,EUAT-1,0,0,0
11/30/1999,EULER,Athena,EUAT-1,0,0,0
12/31/1999,EULER,Athena,EUAT-1,0,0,0
1/31/2000,EULER,Athena,EUAT-1,0,0,0
2/29/2000,EULER,Athena,EUAT-1,0,0,0
3/31/2000,EULER,Athena,EUAT-1,0,0,0
4/30/2000,EULER,Athena,EUAT-1,0,0,0
5/31/2000,EULER,Athena,EUAT-1,0,0,0
6/30/2000,EULER,Athena,EUAT-1,0,0,0
7/31/2000,EULER,Athena,EUAT-1,0,0,0
8/31/2000,EULER,Athena,EUAT-1,0,0,0
9/30/2000,EULER,Athena,EUAT-1,0,0,0
10/31/2000,EULER,Athena,EUAT-1,0,0,0
11/30/2000,EULER,Athena,EUAT-1,0,0,0
12/31/2000,EULER,Athena,EUAT-1,0,0,0
1/31/2001,EULER,Athena,EUAT-1,0,0,0
2/28/2001,EULER,Athena,EUAT-1,0,0,0
3/31/2001,EULER,Athena,EUAT-1,0,0,0
4/30/2001,EULER,Athena,EUAT-1,0,0,0
5/31/2001,EULER,Athena,EUAT-1,0,0,0
6/30/2001,EULER,Athena,EUAT-1,0,0,0
7/31/2001,EULER,Athena,EUAT-1,0,0,0
8/31/2001,EULER,Athena,EUAT-1,0,0,0
9/30/2001,EULER,Athena,EUAT-1,0,0,0
10/31/2001,EULER,Athena,EUAT-1,0,0,0
11/30/2001,EULER,Athena,EUAT-1,0,0,0
12/31/2001,EULER,Athena,EUAT-1,0,0,0
1/31/2002,EULER,Athena,EUAT-1,0,0,0
2/28/2002,EULER,Athena,EUAT-1,0,0,0
3/31/2002,EULER,Athena,EUAT-1,0,0,0
4/30/2002,EULER,Athena,EUAT-1,0,0,0
5/31/2002,EULER,Athena,EUAT-1,2788.765666,0.481788507,2286509.041
6/30/2002,EULER,Athena,EUAT-1,4181.080557,0,3524649.389
7/31/2002,EULER,Athena,EUAT-1,4036.502947,0,3405329.862
8/31/2002,EULER,Athena,EUAT-1,0,0,0
9/30/2002,EULER,Athena,EUAT-1,0,0,0
10/31/2002,EULER,Athena,EUAT-1,0,0,0
11/30/2002,EULER,Athena,EUAT-1,3732.389568,0,3299429.803
12/31/2002,EULER,Athena,EUAT-1,3742.53,0,3308397.613
1/31/2003,EULER,Athena,EUAT-1,3763.1,0,3326578.839
2/28/2003,EULER,Athena,EUAT-1,3730.43,0,3297699.429
3/31/2003,EULER,Athena,EUAT-1,3766.887688,0,3329928.717
4/30/2003,EULER,Athena,EUAT-1,3769.15,0,3331928.6
5/31/2003,EULER,Athena,EUAT-1,3729.295003,0,3296696.795
6/30/2003,EULER,Athena,EUAT-1,4121.88326,0,3008974.858
7/31/2003,EULER,Athena,EUAT-1,4113.448643,0,3002817.588
8/31/2003,EULER,Athena,EUAT-1,4155.752103,0,3033699.114
9/30/2003,EULER,Athena,EUAT-1,3765.861536,0,2705710.899
10/31/2003,EULER,Athena,EUAT-1,3775.018367,0,2706688.198
11/30/2003,EULER,Athena,EUAT-1,3734.523089,0,2677653.084
12/31/2003,EULER,Athena,EUAT-1,3927.58903,0,2816081.365
1/31/2004,EULER,Athena,EUAT-1,3907.453836,0,2852649.456
2/29/2004,EULER,Athena,EUAT-1,3734.565056,0,3180189.111
3/31/2004,EULER,Athena,EUAT-1,3742.502067,0,3104414.517
4/30/2004,EULER,Athena,EUAT-1,3714.014444,7.535908786,3102344.006
5/31/2004,EULER,Athena,EUAT-1,3851.772605,31.74929408,3221758.937
6/30/2004,EULER,Athena,EUAT-1,3929.096281,40.02587632,3269113.401
7/31/2004,EULER,Athena,EUAT-1,3736.589282,35.81698519,3810335.938
8/31/2004,EULER,Athena,EUAT-1,3815.579496,0.604149648,3383340.534
9/30/2004,EULER,Athena,EUAT-1,3896.959313,17.78967381,3351851.799
10/31/2004,EULER,Athena,EUAT-1,3823.869855,19.4747413,3155162.466
11/30/2004,EULER,Athena,EUAT-1,3696.660815,176.5131603,3118033.916
12/31/2004,EULER,Athena,EUAT-1,3870.281014,0,3759414.649
1/31/2005,EULER,Athena,EUAT-1,3852.012873,417.5140515,2955177.527
2/28/2005,EULER,Athena,EUAT-1,3712.943401,417.6214171,2468683.168
3/31/2005,EULER,Athena,EUAT-1,3599.531806,405.2521832,3489389.062
4/30/2005,EULER,Athena,EUAT-1,4184.897183,502.5329536,3522057.907
5/31/2005,EULER,Athena,EUAT-1,4116.55396,760.0686902,3472651.387
6/30/2005,EULER,Athena,EUAT-1,3718.265393,828.0064679,3789677.436
7/31/2005,EULER,Athena,EUAT-1,3994.073618,679.3476917,3251760.356
8/31/2005,EULER,Athena,EUAT-1,3665.53936,753.2317511,3061997.002
9/30/2005,EULER,Athena,EUAT-1,3643.718451,810.3869137,3407524.751
10/31/2005,EULER,Athena,EUAT-1,3904.012099,643.3288074,3685716.168
11/30/2005,EULER,Athena,EUAT-1,3804.754307,901.7471756,2417044.661
12/31/2005,EULER,Athena,EUAT-1,2896.447844,1676.398336,2268793.821
1/31/2006,EULER,Athena,EUAT-1,3448.164478,1280.941849,2895412.226
2/28/2006,EULER,Athena,EUAT-1,4446.391827,721.8859981,3438399.912
3/31/2006,EULER,Athena,EUAT-1,4498.955379,731.8508793,3950109.154
4/30/2006,EULER,Athena,EUAT-1,3596.837934,716.5175078,3578123.986
5/31/2006,EULER,Athena,EUAT-1,2719.146376,676.0152015,3275970.403
6/30/2006,EULER,Athena,EUAT-1,2982.112904,568.0215056,3444084.348
7/31/2006,EULER,Athena,EUAT-1,2850.861786,614.4069022,3253465.846
8/31/2006,EULER,Athena,EUAT-1,3590.643062,579.5688826,3425923.548
9/30/2006,EULER,Athena,EUAT-1,3916.903992,757.0585977,3306869.427
10/31/2006,EULER,Athena,EUAT-1,3835.168192,867.7183959,3039702.076
11/30/2006,EULER,Athena,EUAT-1,3778.183877,860.7794641,3049072.205
12/31/2006,EULER,Athena,EUAT-1,3672.550224,936.2666055,3069962.668
1/31/2007,EULER,Athena,EUAT-1,3568.585834,1203.951711,3059664.686
2/28/2007,EULER,Athena,EUAT-1,3738.457599,1037.059425,2932347.24
3/31/2007,EULER,Athena,EUAT-1,4151.171262,920.1504221,3761373.134
4/30/2007,EULER,Athena,EUAT-1,3984.753889,919.2956307,3944131.143
5/31/2007,EULER,Athena,EUAT-1,3334.563945,1243.206036,2959889.406
6/30/2007,EULER,Athena,EUAT-1,3209.376995,1431.678421,2923248.726
7/31/2007,EULER,Athena,EUAT-1,3877.459988,777.353966,3910031.373
8/31/2007,EULER,Athena,EUAT-1,3771.136286,802.7216172,3824176.103
9/30/2007,EULER,Athena,EUAT-1,3529.395315,882.3488287,3672494.797
10/31/2007,EULER,Athena,EUAT-1,3613.983722,888.4861978,4162179.635
11/30/2007,EULER,Athena,EUAT-1,3586.607085,683.1632544,4121861.871
12/31/2007,EULER,Athena,EUAT-1,3199.251686,1119.947964,3477822.977
1/31/2008,EULER,Athena,EUAT-1,3050.506407,1307.359889,3503638.929
2/29/2008,EULER,Athena,EUAT-1,2894.556159,1240.524069,3538913.124
3/31/2008,EULER,Athena,EUAT-1,3233.166325,1050.781574,3484977.311
4/30/2008,EULER,Athena,EUAT-1,3207.468267,1118.727619,3425698.971
5/31/2008,EULER,Athena,EUAT-1,3028.743732,1064.153203,3107717.927
6/30/2008,EULER,Athena,EUAT-1,3052.80383,1072.606751,3298284.613
7/31/2008,EULER,Athena,EUAT-1,2987.843538,1049.782865,2615584.886
8/31/2008,EULER,Athena,EUAT-1,3151.416777,922.6478735,4200090.507
9/30/2008,EULER,Athena,EUAT-1,3409.222311,961.5755234,3745108.556
10/31/2008,EULER,Athena,EUAT-1,3381.908584,1224.803346,3161572.896
11/30/2008,EULER,Athena,EUAT-1,3409.273202,1292.452023,3153339.266
12/31/2008,EULER,Athena,EUAT-1,3479.724016,1258.171317,3185412.737
1/31/2009,EULER,Athena,EUAT-1,2819.085111,1585.735375,2781444.114
2/28/2009,EULER,Athena,EUAT-1,3178.751474,1563.30303,2861597.567
3/31/2009,EULER,Athena,EUAT-1,3691.037454,1435.403455,2917823.206
4/30/2009,EULER,Athena,EUAT-1,3488.30973,1356.564895,2801401.14
5/31/2009,EULER,Athena,EUAT-1,3288.163045,1278.730074,4044706.882
6/30/2009,EULER,Athena,EUAT-1,3213.414645,1249.661251,4498855.546
7/31/2009,EULER,Athena,EUAT-1,3242.70071,1261.050276,3453196.858
8/31/2009,EULER,Athena,EUAT-1,3246.091859,1262.369057,2441005.999
9/30/2009,EULER,Athena,EUAT-1,3347.286088,1301.722367,2666741.644
10/31/2009,EULER,Athena,EUAT-1,3464.393726,1174.044313,2990019.467
11/30/2009,EULER,Athena,EUAT-1,3543.357183,1149.831139,3818025.782
12/31/2009,EULER,Athena,EUAT-1,3673.534623,1192.074149,3743213.604
1/31/2010,EULER,Athena,EUAT-1,3468.353627,1125.492236,3667553.101
2/28/2010,EULER,Athena,EUAT-1,3514.642103,1140.513,3013895.915
3/31/2010,EULER,Athena,EUAT-1,3755.867681,1218.791499,5156391.636
4/30/2010,EULER,Athena,EUAT-1,2909.887637,1270.737316,2523717.231
5/31/2010,EULER,Athena,EUAT-1,2512.475258,1182.341298,2633608.542
6/30/2010,EULER,Athena,EUAT-1,2616.343723,1367.795621,2811388.427
7/31/2010,EULER,Athena,EUAT-1,2554.905895,1374.066187,1738878.209
8/31/2010,EULER,Athena,EUAT-1,3281.621077,861.8398392,1407569.478
9/30/2010,EULER,Athena,EUAT-1,3080.68324,954.8232359,1205581.493
10/31/2010,EULER,Athena,EUAT-1,2530.227624,1408.309273,1207372.055
11/30/2010,EULER,Athena,EUAT-1,0,0,0
12/31/2010,EULER,Athena,EUAT-1,2360.100168,1203.523841,1158187.566
1/31/2011,EULER,Athena,EUAT-1,2004.754647,1336.503098,1718000.672
2/28/2011,EULER,Athena,EUAT-1,2173.328563,1033.029595,1461690.434
3/31/2011,EULER,Athena,EUAT-1,1879.448765,1387.398088,1285468.514
4/30/2011,EULER,Athena,EUAT-1,2094.022525,1104.322764,1307879.365
5/31/2011,EULER,Athena,EUAT-1,1177.284095,1697.627668,1817717.868
6/30/2011,EULER,Athena,EUAT-1,1251.146106,1876.719158,1641564.662
7/31/2011,EULER,Athena,EUAT-1,1180.578853,1770.868279,1719992.636
8/31/2011,EULER,Athena,EUAT-1,1309.43546,1750.091838,2989439.927
9/30/2011,EULER,Athena,EUAT-1,1230.001267,1627.938493,2125894.095
10/31/2011,EULER,Athena,EUAT-1,1530.374252,1567.480533,2414593.183
11/30/2011,EULER,Athena,EUAT-1,1526.806018,1550.410505,2663456.064
12/31/2011,EULER,Athena,EUAT-1,1388.09307,1730.728851,1922349.464
1/31/2012,EULER,Athena,EUAT-1,1494.425307,1392.551214,1913079.959
2/29/2012,EULER,Athena,EUAT-1,1321.920031,1518.151606,1838184.566
3/31/2012,EULER,Athena,EUAT-1,1512.9201,1353.376934,1926651.201
4/30/2012,EULER,Athena,EUAT-1,1396.369876,1223.155949,1605335.871
5/31/2012,EULER,Athena,EUAT-1,1484.412051,1163.625349,2538876.785
6/30/2012,EULER,Athena,EUAT-1,1532.558385,1169.45227,1608862.175
7/31/2012,EULER,Athena,EUAT-1,1347.560557,1232.322074,1279759.881
8/31/2012,EULER,Athena,EUAT-1,1543.028238,1288.511578,1102083.087
9/30/2012,EULER,Athena,EUAT-1,1450.62093,1433.664273,975019.3812
10/31/2012,EULER,Athena,EUAT-1,1228.823534,1593.241591,834638.1936
7/31/1992,EULER,Athena,EUAT-2,1382.98044,0,1175530.273
8/31/1992,EULER,Athena,EUAT-2,1025.938696,0,872045.5914
9/30/1992,EULER,Athena,EUAT-2,750.6441075,0,638045.8086
10/31/1992,EULER,Athena,EUAT-2,209.3957215,0,177985.8939
11/30/1992,EULER,Athena,EUAT-2,533.6841567,0,453630.3367
12/31/1992,EULER,Athena,EUAT-2,644.1703385,0,547543.3437
1/31/1993,EULER,Athena,EUAT-2,1079.858211,0,917877.0585
2/28/1993,EULER,Athena,EUAT-2,2422.005478,0,2058699.227
3/31/1993,EULER,Athena,EUAT-2,3500.791592,0,2975665.005
4/30/1993,EULER,Athena,EUAT-2,3300.000692,0,2804993.191
5/31/1993,EULER,Athena,EUAT-2,3212.844481,0,2730910.607
6/30/1993,EULER,Athena,EUAT-2,2027.885359,0,1723698.009
7/31/1993,EULER,Athena,EUAT-2,1731.408745,0,1471693.551
8/31/1993,EULER,Athena,EUAT-2,1516.096998,0,1288679.05
9/30/1993,EULER,Athena,EUAT-2,1528.330453,0,1299077.459
10/31/1993,EULER,Athena,EUAT-2,1537.696937,0,1307038.95
11/30/1993,EULER,Athena,EUAT-2,1595.451711,0,1356130.377
12/31/1993,EULER,Athena,EUAT-2,1692.157986,0,1438330.494
1/31/1994,EULER,Athena,EUAT-2,1706.160672,0,1450232.745
2/28/1994,EULER,Athena,EUAT-2,2053.163221,0,1745184.135
3/31/1994,EULER,Athena,EUAT-2,2067.779362,0,1757607.823
4/30/1994,EULER,Athena,EUAT-2,2029.654258,0,1725201.569
5/31/1994,EULER,Athena,EUAT-2,2007.725952,0,1706562.558
6/30/1994,EULER,Athena,EUAT-2,1915.760973,0,1628392.532
7/31/1994,EULER,Athena,EUAT-2,2053.647885,0,1745596.099
8/31/1994,EULER,Athena,EUAT-2,1963.400302,0,1668885.856
9/30/1994,EULER,Athena,EUAT-2,1999.955166,0,1699957.407
10/31/1994,EULER,Athena,EUAT-2,2078.750025,0,1766932.861
11/30/1994,EULER,Athena,EUAT-2,2102.110248,0,1786788.999
12/31/1994,EULER,Athena,EUAT-2,2080.273348,0,1768227.682
1/31/1995,EULER,Athena,EUAT-2,2014.887637,0,1712649.974
2/28/1995,EULER,Athena,EUAT-2,2014.583186,0,1712391.193
3/31/1995,EULER,Athena,EUAT-2,1992.623685,0,1693725.665
4/30/1995,EULER,Athena,EUAT-2,1704.871873,0,1449137.271
5/31/1995,EULER,Athena,EUAT-2,1732.291688,0,1472444.051
6/30/1995,EULER,Athena,EUAT-2,1636.862661,0,1391329.593
7/31/1995,EULER,Athena,EUAT-2,1681.358016,0,1429150.544
8/31/1995,EULER,Athena,EUAT-2,1662.882841,0,1413446.687
9/30/1995,EULER,Athena,EUAT-2,1163.42168,0,988905.8196
10/31/1995,EULER,Athena,EUAT-2,1167.242498,0,992153.5066
11/30/1995,EULER,Athena,EUAT-2,1189.495241,0,1011068.288
12/31/1995,EULER,Athena,EUAT-2,1207.799855,0,1026627.169
1/31/1996,EULER,Athena,EUAT-2,1211.354276,0,1029648.419
2/29/1996,EULER,Athena,EUAT-2,1203.122135,0,1022651.118
3/31/1996,EULER,Athena,EUAT-2,1501.059065,0,1275896.841
4/30/1996,EULER,Athena,EUAT-2,1789.913659,0,1521422.598
5/31/1996,EULER,Athena,EUAT-2,0,0,0
6/30/1996,EULER,Athena,EUAT-2,0,0,0
7/31/1996,EULER,Athena,EUAT-2,1864.391135,0,1584728.286
8/31/1996,EULER,Athena,EUAT-2,1877.671387,375.5176632,1596016.47
9/30/1996,EULER,Athena,EUAT-2,1913.334586,382.6405648,1626330.109
10/31/1996,EULER,Athena,EUAT-2,1944.173102,388.8335949,1652542.778
11/30/1996,EULER,Athena,EUAT-2,1935.723393,387.1436576,1645360.545
12/31/1996,EULER,Athena,EUAT-2,1474.675145,294.9509764,1253470.568
1/31/1997,EULER,Athena,EUAT-2,1444.696115,288.922837,1227988.458
2/28/1997,EULER,Athena,EUAT-2,1505.384912,301.0675396,1279573.801
3/31/1997,EULER,Athena,EUAT-2,1441.727588,288.336945,1225465.217
4/30/1997,EULER,Athena,EUAT-2,1388.639129,277.7270933,1180340.147
5/31/1997,EULER,Athena,EUAT-2,1403.562281,280.7302551,1193024.792
6/30/1997,EULER,Athena,EUAT-2,0,0,0
7/31/1997,EULER,Athena,EUAT-2,0,0,0
8/31/1997,EULER,Athena,EUAT-2,1369.74081,273.9630632,1164276.618
9/30/1997,EULER,Athena,EUAT-2,975.5386643,195.1072184,829205.6777
10/31/1997,EULER,Athena,EUAT-2,1220.962928,244.1997535,1037815.752
11/30/1997,EULER,Athena,EUAT-2,1408.104404,281.611616,1196885.587
12/31/1997,EULER,Athena,EUAT-2,1369.506452,27.38068253,1164077.414
1/31/1998,EULER,Athena,EUAT-2,1411.222067,28.23999069,1199535.593
2/28/1998,EULER,Athena,EUAT-2,1388.754447,24.99526542,1180438.167
3/31/1998,EULER,Athena,EUAT-2,1440.126145,25.93548245,1224103.995
4/30/1998,EULER,Athena,EUAT-2,1750.924402,6.982529745,1488281.816
5/31/1998,EULER,Athena,EUAT-2,1782.34952,7.141082713,1514993.096
6/30/1998,EULER,Athena,EUAT-2,1797.012315,7.165538482,1527456.44
7/31/1998,EULER,Athena,EUAT-2,1793.280452,7.193128564,1524284.364
8/31/1998,EULER,Athena,EUAT-2,1792.231379,7.142301533,1523392.655
9/30/1998,EULER,Athena,EUAT-2,1741.358715,6.942168296,1480151.003
10/31/1998,EULER,Athena,EUAT-2,1752.251125,6.991643611,1489409.529
11/30/1998,EULER,Athena,EUAT-2,1563.041387,6.25602376,1328581.675
12/31/1998,EULER,Athena,EUAT-2,1606.324592,6.444811154,1365372.302
1/31/1999,EULER,Athena,EUAT-2,1612.496003,6.48387062,1370617.988
2/28/1999,EULER,Athena,EUAT-2,1581.408775,6.313682958,1344193.914
3/31/1999,EULER,Athena,EUAT-2,1553.516061,6.249513851,1320485.169
4/30/1999,EULER,Athena,EUAT-2,1549.883521,6.223734607,1317397.519
5/31/1999,EULER,Athena,EUAT-2,1501.449662,6.030780856,1276228.847
6/30/1999,EULER,Athena,EUAT-2,2472.715667,0.5929,2101810.333
7/31/1999,EULER,Athena,EUAT-2,3052.751936,39.8987742,2594837.193
8/31/1999,EULER,Athena,EUAT-2,2928.473225,109.7665161,2489200.291
9/30/1999,EULER,Athena,EUAT-2,2893.392333,0,2303017.2
10/31/1999,EULER,Athena,EUAT-2,2576.09,0,1764621.064
11/30/1999,EULER,Athena,EUAT-2,2638.246842,0,1807197.91
